,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
42819,West Indies,South Africa,Johannesburg,151,37,9,10.91566265060241,57.0,205
43072,West Indies,Sri Lanka,Colombo,118,9,4,6.378378378378378,46.0,137
5416,Australia,West Indies,Hobart,50,88,10,9.375,49.0,179
24634,Pakistan,Bangladesh,Mirpur,68,52,8,6.0,35.0,141
15937,India,South Africa,Johannesburg,52,92,8,11.142857142857142,52.0,203
848,Australia,Bangladesh,Barbados,35,84,8,5.833333333333333,33.0,141
11483,England,South Africa,Chester-le-Street,87,22,3,5.326530612244898,17.0,118
10735,England,Pakistan,Dubai,137,20,5,8.22,54.0,172
27216,Pakistan,New Zealand,Wellington,39,60,4,3.9,18.0,105
10114,England,New Zealand,Manchester,108,42,6,8.307692307692308,32.0,191
26553,Pakistan,New Zealand,Dubai,35,82,9,5.526315789473684,33.0,166
32763,South Africa,Sri Lanka,Centurion,57,89,7,11.03225806451613,50.0,126
34767,Sri Lanka,Bangladesh,Colombo,70,47,5,5.753424657534247,31.0,159
30975,South Africa,England,Manchester,50,78,5,7.142857142857143,30.0,77
5343,Australia,Sri Lanka,Sydney,102,29,7,6.725274725274725,43.0,137
29168,South Africa,Afghanistan,Mumbai,193,3,6,9.897435897435898,64.0,209
19974,New Zealand,India,Rajkot,190,4,8,9.827586206896552,49.0,196
10750,England,Pakistan,Dubai,120,17,8,6.990291262135922,37.0,148
7161,Bangladesh,Sri Lanka,Chittagong,70,41,4,5.316455696202532,20.0,120
41934,West Indies,New Zealand,Pallekele,123,18,3,7.235294117647059,27.0,139
30418,South Africa,England,Cape Town,62,79,9,9.073170731707316,53.0,179
28394,Pakistan,Sri Lanka,Johannesburg,136,28,6,8.869565217391305,61.0,189
31858,South Africa,New Zealand,Barbados,66,60,8,6.6,25.0,170
38542,Sri Lanka,West Indies,London,91,35,7,6.423529411764706,22.0,158
37444,Sri Lanka,Pakistan,Lahore,42,87,7,7.636363636363637,38.0,147
25499,Pakistan,England,Manchester,109,49,9,9.211267605633802,52.0,195
31805,South Africa,New Zealand,Auckland,149,10,3,8.127272727272727,23.0,165
26289,Pakistan,New Zealand,Auckland,91,33,4,6.275862068965517,47.0,153
24749,Pakistan,Bangladesh,Mirpur,114,24,7,7.125,46.0,141
29983,South Africa,Australia,Melbourne,51,58,7,4.935483870967742,22.0,101
35244,Sri Lanka,England,London,174,6,4,9.157894736842104,66.0,183
653,Afghanistan,West Indies,Nagpur,123,0,3,6.15,45.0,123
14858,India,New Zealand,Hamilton,112,38,7,8.195121951219512,24.0,179
37561,Sri Lanka,Pakistan,Lahore,87,49,6,7.352112676056338,35.0,147
30497,South Africa,England,Cape Town,72,53,7,6.447761194029851,27.0,191
37837,Sri Lanka,Pakistan,London,74,36,4,5.285714285714286,27.0,138
37986,Sri Lanka,Pakistan,Mirpur,125,18,8,7.352941176470588,35.0,150
41143,West Indies,India,Lauderhill,98,75,10,13.066666666666666,68.0,245
42018,West Indies,New Zealand,Wellington,119,24,6,7.4375,47.0,159
1920,Australia,India,Brisbane,88,50,7,7.542857142857143,46.0,158
24745,Pakistan,Bangladesh,Mirpur,111,25,5,7.010526315789473,34.0,135
35112,Sri Lanka,England,Chittagong,105,40,9,7.875,47.0,189
38269,Sri Lanka,South Africa,Delhi,99,25,3,6.252631578947368,19.0,120
38248,Sri Lanka,South Africa,Delhi,85,45,6,6.8,25.0,120
22582,New Zealand,West Indies,Auckland,107,39,5,7.925925925925926,42.0,189
21584,New Zealand,Sri Lanka,Auckland,173,1,3,8.722689075630251,68.0,179
36689,Sri Lanka,Pakistan,Abu Dhabi,35,88,10,6.5625,35.0,124
6943,Bangladesh,Pakistan,Pallekele,73,75,8,9.733333333333333,47.0,175
26948,Pakistan,New Zealand,Hamilton,120,23,5,7.422680412371134,47.0,163
1518,Australia,England,Southampton,152,39,8,11.25925925925926,62.0,248
39493,West Indies,Australia,St Lucia,75,44,6,5.921052631578948,27.0,150
30881,South Africa,England,Chittagong,62,75,10,8.266666666666667,40.0,196
36161,Sri Lanka,India,Mumbai,72,53,6,6.447761194029851,33.0,135
7889,Bangladesh,West Indies,Lauderhill,171,0,5,8.479338842975206,49.0,171
15514,India,South Africa,Cape Town,109,44,8,8.605263157894736,45.0,172
6276,Bangladesh,India,Mirpur,71,54,7,6.454545454545454,36.0,120
4964,Australia,Sri Lanka,Melbourne,117,28,7,7.630434782608695,41.0,168
3215,Australia,Pakistan,Dubai,42,85,10,7.2,38.0,168
9800,England,New Zealand,Auckland,119,36,5,8.5,38.0,184
41082,West Indies,India,Kolkata,95,8,2,5.089285714285714,39.0,109
34052,Sri Lanka,Australia,Cape Town,57,51,3,4.956521739130435,31.0,101
16153,India,Sri Lanka,Colombo,56,74,8,7.304347826086956,46.0,174
33983,Sri Lanka,Australia,Brisbane,93,33,4,6.413793103448276,30.0,117
26592,Pakistan,New Zealand,Dubai,63,69,8,7.411764705882353,45.0,161
35752,Sri Lanka,India,Colombo,51,88,8,9.5625,39.0,152
11178,England,South Africa,Barbados,162,2,3,8.23728813559322,37.0,168
19888,New Zealand,India,Rajkot,44,86,10,7.764705882352941,39.0,196
29606,South Africa,Australia,Centurion,103,19,3,6.118811881188119,31.0,128
13987,India,England,Cardiff,75,51,7,6.521739130434782,44.0,148
23931,Pakistan,Australia,Harare,116,1,1,5.848739495798319,32.0,116
25003,Pakistan,England,Barbados,101,34,6,7.046511627906977,30.0,147
30210,South Africa,Bangladesh,Mirpur,51,83,10,8.27027027027027,35.0,169
29104,South Africa,Afghanistan,Mumbai,84,66,9,9.333333333333334,46.0,209
12020,England,Sri Lanka,Delhi,80,50,8,6.857142857142857,34.0,171
42374,West Indies,Pakistan,Karachi,78,46,8,6.324324324324325,34.0,153
9846,England,New Zealand,Auckland,194,13,5,10.878504672897195,51.0,214
32467,South Africa,Pakistan,Colombo,126,4,4,6.517241379310345,49.0,133
25956,Pakistan,New Zealand,Abu Dhabi,24,90,8,4.8,24.0,148
13073,India,Australia,Melbourne,84,64,10,9.0,49.0,184
15526,India,South Africa,Cape Town,122,32,7,8.318181818181818,43.0,172
5602,Australia,West Indies,London,154,4,3,7.9655172413793105,44.0,169
42096,West Indies,Pakistan,Abu Dhabi,67,41,5,5.0886075949367084,36.0,103
36757,Sri Lanka,Pakistan,Abu Dhabi,55,66,9,6.111111111111111,29.0,124
14429,India,England,Mumbai,39,89,9,7.548387096774194,37.0,177
39950,West Indies,Bangladesh,Mirpur,76,63,8,8.0,46.0,197
14843,India,New Zealand,Hamilton,97,53,7,8.686567164179104,27.0,179
32125,South Africa,New Zealand,London,51,68,9,5.884615384615385,25.0,128
32939,South Africa,Sri Lanka,Colombo,64,66,6,7.111111111111111,33.0,98
35106,Sri Lanka,England,Chittagong,94,46,9,7.621621621621622,39.0,189
29243,South Africa,Australia,Brisbane,117,22,6,7.163265306122449,50.0,157
6496,Bangladesh,New Zealand,Hamilton,57,47,5,4.684931506849315,15.0,78
14692,India,New Zealand,Christchurch,124,18,3,7.294117647058823,32.0,162
26176,Pakistan,New Zealand,Auckland,70,60,4,7.0,19.0,143
8213,England,Afghanistan,Delhi,62,57,4,5.904761904761905,20.0,142
40116,West Indies,Bangladesh,Mirpur,161,10,6,8.781818181818181,53.0,197
23412,Pakistan,Australia,Dubai,39,81,9,6.0,26.0,151
26446,Pakistan,New Zealand,Christchurch,77,76,10,10.5,63.0,183
30904,South Africa,England,Chittagong,91,53,9,8.149253731343284,37.0,196
6381,Bangladesh,India,Rajkot,66,68,9,7.615384615384615,36.0,153
4044,Australia,South Africa,Cape Town,80,82,10,12.63157894736842,66.0,193
39234,West Indies,Australia,Colombo,52,79,9,7.609756097560975,40.0,205
16388,India,Sri Lanka,Pallekele,123,27,8,7.935483870967742,45.0,155
40121,West Indies,Bangladesh,Mirpur,121,8,4,6.482142857142857,32.0,132
13340,India,Bangladesh,Bangalore,89,40,8,6.675,39.0,146
2429,Australia,India,Rajkot,194,2,3,9.864406779661016,39.0,201
18550,New Zealand,England,Durban,162,2,2,8.23728813559322,49.0,164
198,Afghanistan,India,St Lucia,40,68,7,4.615384615384615,18.0,115
10721,England,Pakistan,Dubai,124,23,5,7.670103092783505,34.0,150
42626,West Indies,Pakistan,Trinidad,50,79,9,7.317073170731708,35.0,124
20194,New Zealand,Pakistan,Chandigarh,68,73,9,8.680851063829786,41.0,180
36697,Sri Lanka,Pakistan,Abu Dhabi,36,86,8,6.352941176470588,33.0,102
20735,New Zealand,Pakistan,London,99,9,0,5.351351351351352,19.0,99
21160,New Zealand,South Africa,Durban,62,45,2,4.96,27.0,86
42663,West Indies,Pakistan,Trinidad,73,42,5,5.615384615384615,21.0,124
27045,Pakistan,New Zealand,Mount Maunganui,101,42,8,7.769230769230769,44.0,181
40980,West Indies,India,Barbados,144,15,8,8.228571428571428,56.0,169
14489,India,England,Mumbai,109,33,5,7.517241379310345,25.0,177
26382,Pakistan,New Zealand,Auckland,118,11,1,6.495412844036697,30.0,143
26717,Pakistan,New Zealand,Dubai,113,29,9,7.450549450549451,46.0,166
17365,New Zealand,Australia,Auckland,141,52,9,12.441176470588236,73.0,243
30854,South Africa,England,Centurion,214,4,4,11.06896551724138,50.0,222
125,Afghanistan,Bangladesh,Mirpur,49,65,6,5.345454545454546,26.0,72
30326,South Africa,Bangladesh,Mirpur,128,26,7,8.170212765957446,31.0,169
16266,India,Sri Lanka,Mirpur,66,53,8,5.91044776119403,34.0,130
13868,India,England,Bangalore,65,76,8,8.863636363636363,55.0,202
33438,South Africa,Sri Lanka,Johannesburg,112,5,1,5.843478260869565,22.0,113
16976,India,West Indies,Lucknow,159,14,8,9.0,53.0,195
19477,New Zealand,India,Auckland,110,37,6,7.951807228915663,55.0,158
15361,India,Pakistan,Durban,137,8,3,7.339285714285714,50.0,141
11492,England,South Africa,Chester-le-Street,97,13,3,5.439252336448599,20.0,118
21435,New Zealand,South Africa,Johannesburg,76,47,6,6.2465753424657535,26.0,129
14779,India,New Zealand,Delhi,155,26,10,9.893617021276595,66.0,202
30688,South Africa,England,Centurion,71,82,10,11.210526315789474,64.0,241
29636,South Africa,Australia,Centurion,117,5,3,6.104347826086957,35.0,128
31502,South Africa,India,Mirpur,95,46,8,7.702702702702703,43.0,172
19227,New Zealand,England,Wellington,150,25,7,9.473684210526317,50.0,196
42128,West Indies,Pakistan,Abu Dhabi,95,9,5,5.135135135135135,26.0,103
5249,Australia,Sri Lanka,Perth,86,29,5,5.670329670329671,43.0,133
31553,South Africa,India,Nottingham,45,87,9,8.181818181818182,42.0,130
21036,New Zealand,South Africa,Durban,50,85,10,8.571428571428571,48.0,153
33617,South Africa,West Indies,Durban,149,19,9,8.851485148514852,41.0,195
26751,Pakistan,New Zealand,Dubai,135,18,8,7.9411764705882355,49.0,166
5524,Australia,West Indies,London,39,78,7,5.571428571428571,33.0,169
13485,India,Bangladesh,Delhi,38,79,8,5.560975609756097,26.0,148
16698,India,Sri Lanka,St Lucia,163,1,6,8.218487394957982,33.0,163
18271,New Zealand,England,Christchurch,37,89,9,7.161290322580645,37.0,153
9583,England,India,Manchester,148,11,3,8.146788990825687,41.0,159
33684,South Africa,West Indies,Johannesburg,134,48,7,11.166666666666666,56.0,231
4464,Australia,South Africa,Johannesburg,127,17,4,7.398058252427185,47.0,166
26838,Pakistan,New Zealand,Hamilton,50,76,7,6.818181818181818,30.0,163
34406,Sri Lanka,Australia,Pallekele,56,82,9,8.842105263157896,52.0,157
1684,Australia,England,Sydney,100,50,8,8.571428571428571,51.0,195
42245,West Indies,Pakistan,Dubai,28,79,5,4.097560975609756,21.0,115
10667,England,Pakistan,Dubai,95,37,7,6.867469879518072,39.0,160
33133,South Africa,Sri Lanka,Hambantota,71,61,8,7.220338983050848,45.0,163
15761,India,South Africa,Durban,34,85,7,5.828571428571428,30.0,153
34301,Sri Lanka,Australia,Melbourne,80,43,7,6.233766233766234,33.0,161
26148,Pakistan,New Zealand,Auckland,86,67,10,9.735849056603774,56.0,201
2700,Australia,India,Sydney,114,40,8,8.55,43.0,186
9550,England,India,Manchester,106,41,8,8.050632911392405,40.0,159
24945,Pakistan,England,Barbados,37,89,9,7.161290322580645,30.0,147
17528,New Zealand,Australia,Christchurch,107,41,6,8.126582278481013,39.0,214
37120,Sri Lanka,Pakistan,Colombo,120,9,6,6.486486486486487,29.0,139
17076,India,West Indies,Mumbai,95,51,9,8.26086956521739,35.0,192
6293,Bangladesh,India,Mirpur,78,46,6,6.324324324324325,42.0,138
35240,Sri Lanka,England,London,156,10,4,8.50909090909091,55.0,183
4127,Australia,South Africa,Cape Town,173,5,5,9.02608695652174,35.0,193
26723,Pakistan,New Zealand,Dubai,121,27,5,7.806451612903226,34.0,161
27589,Pakistan,South Africa,Centurion,62,81,9,9.538461538461538,53.0,195
30649,South Africa,England,Cape Town,175,5,7,9.130434782608695,73.0,191
10118,England,New Zealand,Manchester,112,38,6,8.195121951219512,33.0,191
16621,India,Sri Lanka,St Lucia,70,73,9,8.936170212765957,50.0,163
3922,Australia,South Africa,Adelaide,128,12,5,7.111111111111111,34.0,144
8239,England,Afghanistan,Delhi,85,32,3,5.795454545454546,26.0,142
12894,India,Australia,Colombo,101,29,5,6.65934065934066,29.0,140
34446,Sri Lanka,Australia,Pallekele,71,63,8,7.473684210526316,30.0,198
28934,Pakistan,West Indies,Trinidad,115,26,6,7.340425531914893,31.0,137
23074,Pakistan,Australia,Birmingham,29,94,9,6.6923076923076925,29.0,167
3610,Australia,Pakistan,Johannesburg,94,51,6,8.173913043478262,31.0,164
1781,Australia,England,Sydney,185,3,4,9.487179487179487,49.0,195
6322,Bangladesh,India,Mirpur,118,32,5,8.045454545454545,51.0,120
10584,England,Pakistan,Dubai,83,57,6,7.904761904761905,45.0,150
12467,England,West Indies,Mumbai,61,75,9,8.133333333333333,42.0,182
34533,Sri Lanka,Australia,Pallekele,131,21,4,7.9393939393939394,30.0,157
32526,South Africa,Pakistan,Johannesburg,59,65,9,6.4363636363636365,33.0,188
1209,Australia,England,Hobart,185,13,7,10.373831775700934,50.0,213
40076,West Indies,Bangladesh,Mirpur,107,23,6,6.618556701030927,36.0,132
38312,Sri Lanka,West Indies,Bangalore,47,71,6,5.755102040816326,26.0,122
20788,New Zealand,Pakistan,Napier,107,38,7,7.829268292682927,41.0,173
37263,Sri Lanka,Pakistan,Dubai,87,34,6,6.069767441860465,27.0,145
35995,Sri Lanka,India,Colombo,146,11,3,8.036697247706423,28.0,152
42993,West Indies,Sri Lanka,Colombo,97,49,6,8.19718309859155,30.0,162
14591,India,England,Nagpur,113,25,7,7.136842105263158,42.0,144
40137,West Indies,Bangladesh,Mirpur,181,3,6,9.282051282051285,60.0,197
9217,England,Australia,Southampton,145,0,4,7.25,35.0,145
33465,South Africa,West Indies,Cape Town,48,73,8,6.127659574468085,26.0,165
41250,West Indies,India,Lauderhill,100,40,4,7.5,29.0,143
10586,England,Pakistan,Dubai,72,56,7,6.75,36.0,160
26440,Pakistan,New Zealand,Christchurch,66,82,10,10.421052631578949,61.0,183
38795,Sri Lanka,West Indies,Pallekele,89,65,10,9.709090909090907,42.0,215
20456,New Zealand,Pakistan,Dubai,92,31,6,6.202247191011236,33.0,144
11352,England,South Africa,Cardiff,80,62,9,8.275862068965518,41.0,181
13578,India,Bangladesh,Mirpur,37,79,8,5.414634146341464,28.0,166
28960,Pakistan,West Indies,Trinidad,104,13,2,5.831775700934579,30.0,132
15291,India,Pakistan,Durban,37,77,6,5.162790697674419,27.0,141
42161,West Indies,Pakistan,Barbados,40,67,6,4.528301886792453,20.0,111
37054,Sri Lanka,Pakistan,Colombo,99,40,5,7.425,39.0,172
29013,South Africa,Afghanistan,Barbados,71,65,8,7.745454545454545,26.0,139
1526,Australia,England,Southampton,93,35,5,6.564705882352941,36.0,157
16384,India,Sri Lanka,Pallekele,116,31,8,7.820224719101123,41.0,155
16699,India,Sri Lanka,St Lucia,163,0,5,8.15,32.0,163
31194,South Africa,India,Chandigarh,57,70,9,6.84,28.0,149
4912,Australia,Sri Lanka,Melbourne,51,79,10,7.463414634146342,38.0,168
38772,Sri Lanka,West Indies,Pallekele,57,86,10,10.058823529411764,51.0,215
6358,Bangladesh,India,Rajkot,41,90,10,8.2,41.0,153
30117,South Africa,Australia,Sydney,129,16,6,7.4423076923076925,35.0,145
25498,Pakistan,England,Manchester,104,50,8,8.914285714285715,50.0,190
2032,Australia,India,Chandigarh,129,23,6,7.979381443298969,39.0,160
6289,Bangladesh,India,Mirpur,76,48,6,6.333333333333333,41.0,138
34785,Sri Lanka,Bangladesh,Colombo,89,39,5,6.592592592592593,46.0,159
602,Afghanistan,West Indies,Nagpur,56,50,6,4.8,20.0,123
1627,Australia,England,Sydney,83,78,9,11.857142857142858,63.0,221
24435,Pakistan,Bangladesh,Kolkata,122,35,8,8.611764705882353,35.0,201
27795,Pakistan,South Africa,Dubai,42,58,5,4.064516129032258,27.0,98
24607,Pakistan,Bangladesh,Mirpur,34,58,6,3.290322580645161,15.0,129
3907,Australia,South Africa,Adelaide,108,26,6,6.893617021276596,40.0,144
40036,West Indies,Bangladesh,Mirpur,114,35,7,8.047058823529412,38.0,197
18866,New Zealand,England,Pallekele,55,62,7,5.689655172413793,26.0,148
13115,India,Australia,Melbourne,52,44,4,4.105263157894737,15.0,74
31009,South Africa,England,Mumbai,102,70,9,12.24,61.0,229
26929,Pakistan,New Zealand,Hamilton,107,31,6,7.213483146067416,43.0,163
35021,Sri Lanka,Bangladesh,Pallekele,115,35,6,8.117647058823529,32.0,198
7476,Bangladesh,Sri Lanka,Dhaka,157,21,7,9.515151515151516,48.0,193
6075,Bangladesh,India,Colombo,71,55,6,6.553846153846154,31.0,166
43136,West Indies,Sri Lanka,Pallekele,68,46,8,5.513513513513513,34.0,129
19734,New Zealand,India,Johannesburg,89,50,7,7.628571428571429,33.0,190
19540,New Zealand,India,Auckland,115,17,6,6.699029126213592,34.0,132
9905,England,New Zealand,Christchurch,84,61,6,8.542372881355933,31.0,193
40246,West Indies,England,Chester-le-Street,72,85,10,12.342857142857143,65.0,176
41326,West Indies,India,Lauderhill,78,16,3,4.5,23.0,95
20999,New Zealand,South Africa,Centurion,146,17,5,8.504854368932039,41.0,177
3185,Australia,Pakistan,Chandigarh,172,9,6,9.297297297297296,53.0,193
26330,Pakistan,New Zealand,Auckland,101,23,4,6.247422680412371,48.0,153
39922,West Indies,Bangladesh,Mirpur,54,72,8,6.75,29.0,197
39415,West Indies,Australia,St Lucia,41,83,8,6.648648648648648,28.0,105
32334,South Africa,Pakistan,Cape Town,128,42,9,9.846153846153848,60.0,192
34556,Sri Lanka,Australia,Pallekele,174,10,7,9.49090909090909,71.0,198
17936,New Zealand,Bangladesh,Mirpur,181,13,7,10.149532710280374,52.0,204
4970,Australia,Sri Lanka,Melbourne,129,23,7,7.979381443298969,43.0,168
25563,Pakistan,England,Manchester,157,20,7,9.42,49.0,190
17483,New Zealand,Australia,Christchurch,60,86,9,10.588235294117649,50.0,214
19949,New Zealand,India,Rajkot,149,28,8,9.717391304347826,57.0,196
37285,Sri Lanka,Pakistan,Dubai,97,24,6,6.0625,31.0,145
27945,Pakistan,South Africa,Nottingham,145,5,6,7.565217391304348,32.0,149
6201,Bangladesh,India,Mirpur,22,91,7,4.551724137931035,22.0,138
7756,Bangladesh,West Indies,Lauderhill,66,62,7,6.827586206896552,39.0,171
34419,Sri Lanka,Australia,Pallekele,52,76,8,7.090909090909091,38.0,198
20264,New Zealand,Pakistan,Chandigarh,171,4,5,8.844827586206897,44.0,180
27953,Pakistan,South Africa,St Lucia,18,89,7,3.4838709677419355,14.0,148
3030,Australia,New Zealand,Sydney,60,69,7,7.0588235294117645,26.0,150
18610,New Zealand,England,Hamilton,125,33,7,8.620689655172415,42.0,192
13534,India,Bangladesh,Delhi,95,30,6,6.333333333333333,26.0,148
24917,Pakistan,Bangladesh,St Lucia,142,25,9,8.968421052631578,51.0,172
19572,New Zealand,India,Auckland,150,7,5,7.964601769911504,36.0,158
4854,Australia,Sri Lanka,Barbados,77,44,5,6.078947368421052,26.0,168
14069,India,England,Colombo,69,67,9,7.811320754716981,35.0,170
25526,Pakistan,England,Manchester,119,36,8,8.5,44.0,195
8874,England,Australia,Melbourne,89,29,6,5.868131868131868,21.0,137
6299,Bangladesh,India,Mirpur,82,43,6,6.3896103896103895,40.0,138
39428,West Indies,Australia,St Lucia,51,76,8,6.954545454545454,29.0,105
40251,West Indies,England,Chester-le-Street,78,80,9,11.7,67.0,176
8161,England,Afghanistan,Colombo,148,14,7,8.377358490566039,53.0,196
32466,South Africa,Pakistan,Colombo,125,5,4,6.521739130434782,49.0,133
14408,India,England,Manchester,147,18,5,8.647058823529411,41.0,165
40856,West Indies,England,Pallekele,115,46,9,9.324324324324325,55.0,179
35241,Sri Lanka,England,London,160,9,4,8.64864864864865,58.0,183
21452,New Zealand,South Africa,Johannesburg,86,30,4,5.733333333333333,19.0,129
33427,South Africa,Sri Lanka,Johannesburg,109,10,2,5.945454545454545,29.0,113
26005,Pakistan,New Zealand,Abu Dhabi,85,42,7,6.538461538461538,42.0,148
35652,Sri Lanka,India,Chandigarh,73,82,9,11.526315789473683,57.0,206
38175,Sri Lanka,South Africa,Chittagong,128,23,6,7.917525773195877,42.0,165
17580,New Zealand,Australia,Sydney,29,86,7,5.117647058823529,21.0,117
2996,Australia,New Zealand,Perth,171,10,6,9.327272727272728,59.0,186
